_from,_to,relType,sourceType,targetType
e_skills/80075d74-070d-4612-8dd1-2981f1ca77a7,e_skills/ff7919bb-b2c9-4ccd-9fc4-5261607b2580,optional,knowledge,knowledge
e_skills/8252dc59-72cf-497c-a427-a43daf22a350,e_skills/1182a078-f323-41f6-94dc-c65368632b7d,optional,knowledge,knowledge
e_skills/8252dc59-72cf-497c-a427-a43daf22a350,e_skills/54a06c0a-2833-4599-8efb-3e7d117d0db3,optional,knowledge,knowledge
e_skills/840e7fcc-8be8-4650-8a51-ce159b3654ae,e_skills/a25cc3b8-a5bd-434c-a4aa-28bf6411e4b2,optional,knowledge,knowledge
e_skills/910bcad3-0104-47d3-ab9b-f0bdf273879d,e_skills/3ad34192-7b1d-45ae-8663-14b68d0e7cc7,optional,knowledge,knowledge
e_skills/4ac23986-419c-4161-89d4-e650f4f6a779,e_skills/8da5c1af-307b-4efa-ab4c-8f46c86e2fd5,optional,knowledge,knowledge
e_skills/4eeccb4e-4a21-4f07-8c15-7e3ebf92cba3,e_skills/9c0e1c8d-09d9-4ed1-8ae0-f639406a03dc,optional,knowledge,knowledge
e_skills/4eeccb4e-4a21-4f07-8c15-7e3ebf92cba3,e_skills/2a72835c-8a0e-4c4a-86ea-11cc6ca0be05,optional,knowledge,knowledge
e_skills/4eeccb4e-4a21-4f07-8c15-7e3ebf92cba3,e_skills/a8ea4f63-bee3-4114-a685-3a95109387ef,optional,knowledge,knowledge
e_skills/42822ddc-f459-45e9-9ed1-ebfdb250da3a,e_skills/4c4bdccd-7f86-49a8-8b98-4c5d31ccd051,optional,knowledge,knowledge
e_skills/42822ddc-f459-45e9-9ed1-ebfdb250da3a,e_skills/a73aade6-4ead-4fe8-b33f-45bc88087d19,optional,knowledge,knowledge
e_skills/ef238889-3bde-4e40-9bb6-82b989ba4a32,e_skills/6ec98a00-efd5-4e72-9b4c-bf02892f76dc,optional,knowledge,knowledge
e_skills/436fa1b0-d655-40a8-b8f9-b0d1acb76069,e_skills/5a512767-9922-435f-bcc8-ec75cb5cebf3,optional,knowledge,knowledge
e_skills/367ccf46-f586-4e72-b1b9-3ab6dacbe860,e_skills/78da4872-32d9-4b34-8d3a-a20722fc0b09,optional,knowledge,knowledge
e_skills/09bf1b30-337c-44e0-9788-698c0c9968d7,e_skills/32dc7fd8-92ee-4a36-8187-74c110c6a93d,optional,knowledge,knowledge
e_skills/09bf1b30-337c-44e0-9788-698c0c9968d7,e_skills/d1cc10cc-fadf-4bbc-8cc3-f258017eae77,optional,knowledge,knowledge
e_skills/09bf1b30-337c-44e0-9788-698c0c9968d7,e_skills/888f5a1a-60b0-4ea9-99a6-248f92f873d5,optional,knowledge,knowledge
e_skills/c5412eeb-db84-48f1-b9eb-3df68ccc7eb3,e_skills/397b0fe8-9123-4987-b32e-5abb2145bfe1,optional,knowledge,knowledge
e_skills/c5412eeb-db84-48f1-b9eb-3df68ccc7eb3,e_skills/000d6ba6-aa8a-407d-83ac-cc3d7aa69a5b,optional,knowledge,knowledge
e_skills/4c3d7abe-7256-4d0d-875c-6764b8f47676,e_skills/9c06473b-a1a4-431f-9d86-d08d50aa26d3,optional,knowledge,knowledge
e_skills/df7d6d56-7b43-4ba3-b8c9-66e1014cdd8c,e_skills/fe8fa277-414c-4bc2-9a20-565f494795ca,optional,knowledge,knowledge
e_skills/df7d6d56-7b43-4ba3-b8c9-66e1014cdd8c,e_skills/8b552670-11a5-4461-b820-169488154fa9,optional,knowledge,knowledge
e_skills/08df2e34-9d2d-4ec2-9339-9967d0f689cf,e_skills/13358c98-899d-4419-8bd0-ec94a2675edf,optional,knowledge,knowledge
e_skills/08df2e34-9d2d-4ec2-9339-9967d0f689cf,e_skills/09d8e5e4-23f4-4c5f-abc5-027579daf1d2,optional,knowledge,knowledge
e_skills/8d893e16-7081-442c-b243-dacab0455820,e_skills/926b0b74-3001-4a68-ad4c-eca1a112a812,optional,knowledge,knowledge
e_skills/cbc13b6a-b424-4c82-ba36-da2bdd4a44bd,e_skills/66e23ec6-f777-464b-86bb-8e6593a8e93c,optional,knowledge,knowledge
e_skills/cbc13b6a-b424-4c82-ba36-da2bdd4a44bd,e_skills/16cfc18b-e559-48ee-b051-51ac71659c3b,optional,knowledge,knowledge
e_skills/20efd022-48ca-430a-a29f-ddc4253b8b6b,e_skills/3fcffce1-f38a-4d28-ad13-aa934ac966f7,optional,knowledge,knowledge
e_skills/e668fb32-cb16-4d97-8198-c1e50d23d32a,e_skills/67e41fa8-399d-42e9-b4df-e6ae016f4a9d,optional,knowledge,knowledge
e_skills/e668fb32-cb16-4d97-8198-c1e50d23d32a,e_skills/7a3059a1-a421-4ebc-966e-75ef3ad7e054,optional,knowledge,knowledge
e_skills/e668fb32-cb16-4d97-8198-c1e50d23d32a,e_skills/1aca2b9a-47b0-4f0e-ab13-b1a41e3f0fa7,optional,knowledge,knowledge
e_skills/e668fb32-cb16-4d97-8198-c1e50d23d32a,e_skills/67f3482a-5334-4f5c-978a-12cbe234cd29,optional,knowledge,knowledge
e_skills/ce6bac21-ddc6-4790-89da-a586821e3bc3,e_skills/057b0c59-d074-4b07-8a9c-a3b230b012bb,optional,knowledge,knowledge
e_skills/63f1c244-1861-48d9-a6e5-4608dc0a2efe,e_skills/f0bda72c-305b-4e40-aa81-675e335e52cf,optional,knowledge,knowledge
e_skills/b6b59334-4150-4958-8b1a-c41f0562f316,e_skills/10b02c78-56a9-4a90-9fa6-d43d22b86a72,optional,knowledge,knowledge
e_skills/4a3f6e61-ea9f-4013-bdbd-d11f73cb4f35,e_skills/226e35d2-46de-47a2-a129-7669327e398c,optional,knowledge,knowledge
e_skills/7c5a71d0-88be-4c47-9a64-338e9de034d7,e_skills/978d30f6-bd93-44b2-bdbf-6bc440a18666,optional,knowledge,knowledge
e_skills/7c5a71d0-88be-4c47-9a64-338e9de034d7,e_skills/ffa4384a-bca9-4eb1-9028-11509e8be8fa,optional,knowledge,knowledge
e_skills/9ac79a47-cd3d-4806-b935-0135a9fc3914,e_skills/926b0b74-3001-4a68-ad4c-eca1a112a812,optional,knowledge,knowledge
e_skills/1afd1a5b-c202-4682-8816-7e009ffd1b70,e_skills/e5da2e28-2667-4e49-be3e-77f428e36b27,optional,knowledge,knowledge
e_skills/1afd1a5b-c202-4682-8816-7e009ffd1b70,e_skills/4e6d3997-336c-480b-b867-cdcab572ded1,optional,knowledge,knowledge
e_skills/3b03bccc-787f-4f33-9b85-a46b12480f00,e_skills/9393c103-efee-466d-9d8a-1706247133b5,optional,knowledge,knowledge
e_skills/fd473a3c-1f85-4711-b1cc-31c7415f5e12,e_skills/33c856c2-b8b7-4f82-a8b4-d0b6080f3351,essential,knowledge,knowledge
e_skills/054edace-75d0-43bb-bc38-f1009b4e64fb,e_skills/88e110dc-f291-4944-975b-f2c5e6657457,optional,knowledge,knowledge
e_skills/054edace-75d0-43bb-bc38-f1009b4e64fb,e_skills/d1cc10cc-fadf-4bbc-8cc3-f258017eae77,optional,knowledge,knowledge
e_skills/054edace-75d0-43bb-bc38-f1009b4e64fb,e_skills/888f5a1a-60b0-4ea9-99a6-248f92f873d5,optional,knowledge,knowledge
e_skills/f09c047f-e116-4324-aeb1-64d345986d09,e_skills/acefcb43-1dd7-4158-a445-a38eba876566,optional,knowledge,knowledge
e_skills/f09c047f-e116-4324-aeb1-64d345986d09,e_skills/ebba90d8-279f-430b-83e2-40bdca711e9b,optional,knowledge,knowledge
e_skills/f09c047f-e116-4324-aeb1-64d345986d09,e_skills/8e4b0760-4564-462b-b22c-c94c13a2c877,optional,knowledge,knowledge
e_skills/f09c047f-e116-4324-aeb1-64d345986d09,e_skills/e991c313-2270-458f-88a9-db5d18bddc7a,optional,knowledge,knowledge
e_skills/f09c047f-e116-4324-aeb1-64d345986d09,e_skills/fb6fea65-9196-4e77-b22d-f77eb91b6161,optional,knowledge,knowledge
e_skills/f09c047f-e116-4324-aeb1-64d345986d09,e_skills/3882ca80-1fc3-48a4-bedf-8e15af57401f,optional,knowledge,knowledge
e_skills/78a40eb4-cf4f-4f5f-87ea-9d71fe7add1d,e_skills/03d0299e-e358-420d-89d8-8fd0991d746a,optional,knowledge,knowledge
e_skills/78a40eb4-cf4f-4f5f-87ea-9d71fe7add1d,e_skills/e095d170-4af4-4dfd-9416-f3506cb82369,optional,knowledge,knowledge
e_skills/f19209d9-fef2-4e12-aacc-40882a838c49,e_skills/3eb4a58f-aa13-4f74-81cb-3faa467ca452,optional,knowledge,knowledge
e_skills/c0fe6b21-20f7-4840-9c68-56fbd7a33055,e_skills/c4e28418-890b-4d46-a0c9-61e6eff28930,optional,knowledge,knowledge
e_skills/3dc13c53-d5ec-4663-a545-085fd76b487a,e_skills/f4e1e588-9e06-4bc5-820a-82d7c298a7d2,optional,knowledge,knowledge
e_skills/3dc13c53-d5ec-4663-a545-085fd76b487a,e_skills/5e67ea32-8e16-483e-88db-cf4b48a2dc99,optional,knowledge,knowledge
e_skills/ac6b0b1a-d2bf-4d15-a62c-16f17c5e2206,e_skills/7bbbb50c-5805-4ed5-a7e4-0f5e1c10da4c,optional,knowledge,knowledge
e_skills/6ce6f32e-d6f4-4f86-947d-b2b1469d7def,e_skills/b9c6337b-8e6f-4ca9-baba-afeedb121668,optional,knowledge,knowledge
e_skills/a2f857b6-7e82-4ceb-9986-8c8765fd8b27,e_skills/a2d47cbf-08f1-45f9-95fc-2a989678ef99,optional,knowledge,knowledge
e_skills/a2f857b6-7e82-4ceb-9986-8c8765fd8b27,e_skills/7262464a-8251-4a83-96e4-07d8d21a43da,optional,knowledge,knowledge
e_skills/a2f857b6-7e82-4ceb-9986-8c8765fd8b27,e_skills/b09aff34-a2f7-4ed3-b208-43e16a64b8d4,optional,knowledge,knowledge
e_skills/a2f857b6-7e82-4ceb-9986-8c8765fd8b27,e_skills/1bb5b6bd-c69d-4b8d-8265-3b5b3f05e3a8,optional,knowledge,knowledge
e_skills/8b2456bb-40ef-45b1-b57b-6c10cd849ac9,e_skills/20d5778c-f82b-48ff-8d52-2cd85a2f1a77,optional,knowledge,knowledge
e_skills/714eb9d2-ebf2-426f-87c3-17a8ff671249,e_skills/c70d773a-8a0f-425f-a73d-aa424d0783a4,optional,knowledge,knowledge
e_skills/7a23b64a-1e4d-4e7f-807e-5667e63c6adb,e_skills/88e110dc-f291-4944-975b-f2c5e6657457,optional,knowledge,knowledge
e_skills/7a23b64a-1e4d-4e7f-807e-5667e63c6adb,e_skills/d1cc10cc-fadf-4bbc-8cc3-f258017eae77,optional,knowledge,knowledge
e_skills/7a23b64a-1e4d-4e7f-807e-5667e63c6adb,e_skills/888f5a1a-60b0-4ea9-99a6-248f92f873d5,optional,knowledge,knowledge
e_skills/6fae693a-f680-45b4-bd1b-7f112502ac2c,e_skills/cd19d868-8c27-4cce-9740-e9324a718730,optional,knowledge,knowledge
e_skills/35f62a9b-f174-442f-9f00-5f89fabdb6ae,e_skills/9e69d3d7-7fcf-4327-9d00-53c67e9960b3,optional,knowledge,knowledge
e_skills/35f62a9b-f174-442f-9f00-5f89fabdb6ae,e_skills/ec01f350-4c13-470e-a931-e73c0942d403,optional,knowledge,knowledge
e_skills/69e4b337-da27-401d-9353-fc45580cba85,e_skills/16a9d25d-8553-4d92-9457-ce67fa2d7798,optional,knowledge,knowledge
e_skills/acc76487-4f0f-4ed9-9b60-70858f2029e2,e_skills/74505721-d4ec-4108-bf44-8af2e766a027,optional,knowledge,knowledge
e_skills/1b0e1d89-8c2a-4169-bfdc-84a27f4436ab,e_skills/a3b7c27b-d990-411a-acdf-c8ee000ff390,optional,knowledge,knowledge
e_skills/33c6c1d3-8baf-4ebc-b2f5-4f994dd8cae0,e_skills/3289a764-f26d-4fcb-aa80-2f62f07fa53b,optional,knowledge,knowledge
e_skills/b73a1599-261f-4b22-96b2-a93993e5c1af,e_skills/7a80c663-d0f0-42bd-a3ed-83b693ed0a7a,optional,knowledge,knowledge
e_skills/db0a65c6-338c-42ff-a4ce-c87d00fa7dfd,e_skills/3adeab3b-c670-4537-a542-5aa880dd20ac,optional,knowledge,knowledge
e_skills/51fde8ef-a666-4523-866f-c678585fe3d0,e_skills/3b029048-c81d-40ed-bdc1-9779c0aeb4c3,optional,knowledge,knowledge
e_skills/555c56a5-c051-4e60-bd1a-48b04f8a60a3,e_skills/8adb28be-ffff-4725-b782-e1df404e6a1f,optional,knowledge,knowledge
e_skills/2fa8bdb0-3cc8-43d7-a182-00ea3d0b97c0,e_skills/32b77c19-4827-4903-939b-658c159f2bfb,optional,knowledge,knowledge
e_skills/2fa8bdb0-3cc8-43d7-a182-00ea3d0b97c0,e_skills/58902e7b-fd4a-4651-adfe-031d050901a2,optional,knowledge,knowledge
e_skills/2fa8bdb0-3cc8-43d7-a182-00ea3d0b97c0,e_skills/1ba7a0de-6a29-4177-9f5f-6cc953eb111c,optional,knowledge,knowledge
e_skills/61f6fc57-9207-435b-954f-1e18be864148,e_skills/b1cebf85-0ce0-4b9d-a99e-a4ad2849d87f,optional,knowledge,knowledge
e_skills/998bdd88-c164-4dd8-bcb8-008beb56b6a2,e_skills/050ea91a-ec82-4146-8077-c7c0265cbecf,optional,knowledge,knowledge
e_skills/2c3ea9cd-f501-4cf5-823f-30b271fb219d,e_skills/65ebadc4-2b75-44b3-9765-787d8fa0ad21,optional,knowledge,knowledge
e_skills/d8186432-e5de-4784-b7df-47cc1f7d564c,e_skills/a56df305-fb7a-4daa-bed8-cb9fc74bcf2b,optional,knowledge,knowledge
e_skills/e2c50e36-ae54-4ae9-8394-088945bf1b1d,e_skills/d8285aac-683d-4257-bd92-59a51202cbee,optional,knowledge,knowledge
e_skills/8573c1ec-f550-4b18-a777-05cbe94673b5,e_skills/efbbdd22-a2e4-4046-bd8d-c9b29b9b90e8,optional,knowledge,knowledge
e_skills/8573c1ec-f550-4b18-a777-05cbe94673b5,e_skills/16cfacc0-95c7-4760-a940-e0483dcecef0,optional,knowledge,knowledge
e_skills/06ad3ba8-dc08-42fd-a2f5-ec79608f2804,e_skills/5c9b6246-755b-4c82-b2a5-bb5fecfc3d64,optional,knowledge,knowledge
e_skills/06ad3ba8-dc08-42fd-a2f5-ec79608f2804,e_skills/b11ea628-9247-4c19-91da-ffd1b2a6c893,optional,knowledge,knowledge
e_skills/349fa98c-642d-44ee-9c38-619fbea5fed9,e_skills/8f62aabd-b69a-4090-b096-10b2b8ef7940,optional,knowledge,knowledge
e_skills/b81c7533-8a67-4957-a3fd-27c005d7d636,e_skills/70b41425-7c44-480c-bba3-ebf7b7ce120b,optional,knowledge,knowledge
e_skills/b81c7533-8a67-4957-a3fd-27c005d7d636,e_skills/b5b9efbd-5c7b-4903-b846-5eff62ded295,optional,knowledge,knowledge
e_skills/060432d0-ab78-473d-a68c-48cf302be81c,e_skills/eace0f1b-aeb8-4c19-8bd7-cb5a3934f345,optional,knowledge,knowledge
e_skills/060432d0-ab78-473d-a68c-48cf302be81c,e_skills/d82d3c84-2559-4368-94ad-cdb556b77eb8,optional,knowledge,knowledge
e_skills/a5b17de0-1d8a-430b-b4d5-eb7014652b26,e_skills/72fcf76e-275d-4c08-baef-4cfc5f016587,optional,knowledge,knowledge
e_skills/a5b17de0-1d8a-430b-b4d5-eb7014652b26,e_skills/02433133-4b80-4667-837b-9444c98468bf,optional,knowledge,knowledge
e_skills/eb945529-ac61-4a32-9509-b23f6d344136,e_skills/68429f69-6015-462e-aa50-54b27a7ac64c,optional,knowledge,knowledge
e_skills/64ba4ea3-bd11-466a-9ce4-6c6d09b5599e,e_skills/a3ca79ca-f5d3-4cae-a268-ae1578fbaeb3,optional,knowledge,knowledge
e_skills/85a8e162-d9f4-4a36-88b8-223acb756e6b,e_skills/614f8235-32aa-433f-ae77-696169c78b82,optional,knowledge,knowledge
e_skills/85a8e162-d9f4-4a36-88b8-223acb756e6b,e_skills/4fe97559-17ad-4b8a-8f0b-b40f6da1792c,optional,knowledge,knowledge
e_skills/c95eba57-f09b-48eb-be7b-9f4ef051a907,e_skills/9b4296cc-ad05-4bc1-bcfe-2b6f43d946fe,optional,knowledge,knowledge
e_skills/1d5601db-2a45-43b8-be08-b5a78755ddec,e_skills/d7352a7c-c390-4832-9fd3-97d4b2295c18,essential,,
e_skills/1f9ea411-b868-4b00-a0c0-33b2bd6ebd8c,e_skills/61fa685a-01d1-4514-ab0e-78063ec01357,optional,knowledge,knowledge
e_skills/64325959-b707-4755-8f7a-b34f7e623b3a,e_skills/8054565b-b93e-4bdb-9619-ea41b393940a,optional,knowledge,knowledge
e_skills/16481aaf-4d22-4454-a091-29d4b4984f1f,e_skills/514067b9-5746-4659-96ab-1c7067d11a85,optional,knowledge,knowledge
e_skills/16481aaf-4d22-4454-a091-29d4b4984f1f,e_skills/5ecd494e-4343-4cfc-b3a5-319cc92b352f,optional,knowledge,knowledge
e_skills/32724a6c-13b6-4163-aa78-5319795631fb,e_skills/045ab1ca-0842-4389-a79b-d0b09040bb23,optional,knowledge,knowledge
e_skills/f6e7c973-a1ab-4a46-9304-794f5e531c52,e_skills/164f226d-20ab-48fb-8931-700b4a92c708,optional,knowledge,knowledge
e_skills/f6e7c973-a1ab-4a46-9304-794f5e531c52,e_skills/c9357a5f-798e-40f8-8157-1b8625b49d8d,optional,knowledge,knowledge
e_skills/f6e7c973-a1ab-4a46-9304-794f5e531c52,e_skills/eade2f39-e5e2-4671-ba4e-951af5066333,optional,knowledge,knowledge
e_skills/f5918654-67f0-497f-a901-9540c58cd809,e_skills/301d9bc1-a374-4df8-a2c8-cbd2e187a65d,optional,knowledge,knowledge
e_skills/20ba3332-d3aa-4432-925d-0c5509ab934a,e_skills/6e8743ad-2949-4cf5-8fc5-8772b8ca75c1,optional,knowledge,knowledge
e_skills/20ba3332-d3aa-4432-925d-0c5509ab934a,e_skills/82447f8e-c99d-4d90-8f68-3af7f2d62ecf,optional,knowledge,knowledge
e_skills/20ba3332-d3aa-4432-925d-0c5509ab934a,e_skills/e79cdbe8-bbb1-4bc2-a293-2c6a7ec0bac1,optional,knowledge,knowledge
e_skills/b2afab4e-ef8c-4999-a197-38ab183e9021,e_skills/859bb776-f6ea-4e29-8bc8-de35f0e9ad03,optional,knowledge,knowledge
e_skills/52e8a25d-aef1-469f-ad4d-45fccf944d5e,e_skills/2d1881cd-5641-4bf5-b1a8-29796634f07f,optional,knowledge,knowledge
e_skills/91ca6f70-eae0-47f0-94a3-e29e5fa2a1d4,e_skills/bbac741c-578a-48d0-bafb-be7ba2895f1c,optional,knowledge,knowledge
e_skills/6f8daf72-6773-4f25-85e9-9b42ab3378b3,e_skills/bfb7d91d-826a-4eca-b529-a4c5ee7f734a,optional,knowledge,knowledge
e_skills/6e89cf63-7cd3-4623-89ab-4c0d9c6132b4,e_skills/d8ebee07-94a8-40cb-8c47-fca649f8afe3,essential,,
e_skills/6e89cf63-7cd3-4623-89ab-4c0d9c6132b4,e_skills/98f77515-89cd-4235-a354-0f480825c222,essential,,
e_skills/b30726e9-0dbb-4be8-a49f-ab7fcbedc36c,e_skills/d22bb2b9-cbec-43a3-a957-6d5818ac0d20,optional,knowledge,knowledge
e_skills/4f4746a1-6d34-41e6-8b6e-a8e0e6195b95,e_skills/764c8694-3716-455a-a828-80de791ecaa8,optional,knowledge,knowledge
e_skills/4f4746a1-6d34-41e6-8b6e-a8e0e6195b95,e_skills/6cb86351-6203-4e10-bd1e-6dc5f993d53f,optional,knowledge,knowledge
e_skills/2eb4882a-1ac3-4d35-ae0f-cade37602aed,e_skills/24ce5606-e079-4380-b8b6-772d26974695,optional,knowledge,knowledge
e_skills/b600e38c-8a03-421d-9caa-d195c4a375e1,e_skills/4d4056d0-dbb4-4018-8a09-3e1a79898165,optional,knowledge,knowledge
e_skills/b600e38c-8a03-421d-9caa-d195c4a375e1,e_skills/b5b9efbd-5c7b-4903-b846-5eff62ded295,optional,knowledge,knowledge
e_skills/b600e38c-8a03-421d-9caa-d195c4a375e1,e_skills/026e82ea-0175-49d6-81da-c594bf2eecef,optional,knowledge,knowledge
e_skills/a02e4f94-bf4f-40c6-8294-7c546fc86a5c,e_skills/f92ddd7f-b5fb-4d43-a04b-f1b42ac6f882,optional,knowledge,knowledge
e_skills/a02e4f94-bf4f-40c6-8294-7c546fc86a5c,e_skills/5018fe5e-8269-435f-979e-a55bb6bee1c6,optional,knowledge,knowledge
e_skills/47777132-7943-4e46-9fc5-0fc98b3567aa,e_skills/61a18651-4d70-42ea-a4eb-09114de25ff0,optional,knowledge,knowledge
e_skills/47777132-7943-4e46-9fc5-0fc98b3567aa,e_skills/7b9753f2-b210-42ce-9cbe-88d0ab4f8729,optional,knowledge,knowledge
e_skills/b51463ab-3f85-4b9b-9d5c-f638903d7a9f,e_skills/8ef84d06-1cc1-47e8-99bf-b2fa51fa5f4a,optional,knowledge,knowledge
e_skills/b51463ab-3f85-4b9b-9d5c-f638903d7a9f,e_skills/727c4b0b-8461-47f0-acee-710db5dc1425,optional,knowledge,knowledge
e_skills/f7bd904a-480f-47c9-b15f-f151797b23a5,e_skills/45875c55-458f-4404-9947-4127d0b02717,optional,knowledge,knowledge
e_skills/fe7eacf2-d7de-4d3c-9d54-6a3c7b55f9f2,e_skills/46dd1b55-5bd1-43bb-aab0-13d1ac3be249,optional,knowledge,knowledge
e_skills/2b3aa0dd-45d6-4f5e-ba81-152ec94bd3fd,e_skills/0414e9d5-5aad-4c28-ab96-cc4aa93d35f9,optional,knowledge,knowledge
e_skills/3843fe92-0776-4d92-b378-b341beeb9552,e_skills/699e7793-2e31-42a9-b098-4d96f608f930,optional,knowledge,knowledge
e_skills/cd5d4923-4d4e-472d-9093-ac8697aca072,e_skills/539af034-a106-4641-b582-d63aa14766f4,essential,knowledge,knowledge
e_skills/cd5d4923-4d4e-472d-9093-ac8697aca072,e_skills/636d582f-5ad4-4103-93d3-480a74ea2572,optional,knowledge,knowledge
e_skills/70e7f68a-37f5-480f-abad-5d7d1f91b140,e_skills/ca98df7a-57b8-4395-83ca-76f0588ed3c4,optional,knowledge,knowledge
e_skills/321b12c9-442c-4ed2-8a7c-dd46449d7dd5,e_skills/418662ff-439e-4424-99f8-3c3c739a5003,optional,knowledge,knowledge
e_skills/321b12c9-442c-4ed2-8a7c-dd46449d7dd5,e_skills/1c3c6cc3-cabd-4eb0-9aec-905e43e8a1ca,optional,knowledge,knowledge
e_skills/321b12c9-442c-4ed2-8a7c-dd46449d7dd5,e_skills/9c06473b-a1a4-431f-9d86-d08d50aa26d3,optional,knowledge,knowledge
e_skills/de4ad5c7-7a4d-44b5-861f-6befb0135b9e,e_skills/d6ddf927-7b9b-433e-ace5-f3d73562baf3,optional,knowledge,knowledge
e_skills/d51f05e8-303c-4bea-a320-fb8f845c4eb6,e_skills/6ec98a00-efd5-4e72-9b4c-bf02892f76dc,optional,knowledge,knowledge
e_skills/d51f05e8-303c-4bea-a320-fb8f845c4eb6,e_skills/115fd61a-aad9-461e-a9ea-8bd83716457e,optional,knowledge,knowledge
e_skills/390c9d3e-fe68-440d-9ec3-df7401276001,e_skills/16a9d25d-8553-4d92-9457-ce67fa2d7798,optional,knowledge,knowledge
e_skills/0bca39f5-6802-45f3-a88f-9a9dd7d41c51,e_skills/7bbbb50c-5805-4ed5-a7e4-0f5e1c10da4c,essential,knowledge,knowledge
e_skills/eeb7d7aa-40cf-48aa-a307-556d25b0e6fb,e_skills/5a512767-9922-435f-bcc8-ec75cb5cebf3,optional,knowledge,knowledge
e_skills/a9477653-4fa7-46f9-a55d-f2ad8a8b5ef3,e_skills/5f5c24c1-4721-403a-93b6-0e6964ac8606,optional,knowledge,knowledge
e_skills/a9477653-4fa7-46f9-a55d-f2ad8a8b5ef3,e_skills/300d9e57-43c5-40d6-9865-6e852076730b,optional,knowledge,knowledge
e_skills/7b153783-cd6d-40fb-b05b-a27fa1dd6564,e_skills/594d5d4c-114e-4a45-88ed-e19ea228f4f9,optional,knowledge,knowledge
e_skills/48030d1e-4ae8-43a2-84cb-22cc8074a33c,e_skills/4efd0c5e-a738-48f1-8aa1-131e7e591922,optional,knowledge,knowledge
e_skills/2bc815f1-e7a4-41f1-8b92-ccf3ad2a53f5,e_skills/cc0813e3-4529-4d6a-85b5-a9f6004ecdda,optional,knowledge,knowledge
e_skills/2bc815f1-e7a4-41f1-8b92-ccf3ad2a53f5,e_skills/ce04f710-48fc-4fcb-88ec-7fbd0a8eb4f8,optional,knowledge,knowledge
e_skills/2bc815f1-e7a4-41f1-8b92-ccf3ad2a53f5,e_skills/92a27c91-6fe2-4bec-a7c6-8c98150cc29f,optional,knowledge,knowledge
e_skills/667c7b32-6018-4197-8769-7b477646e8ce,e_skills/021c3797-5eea-4804-8496-2d74d8e8fbf7,optional,knowledge,knowledge
e_skills/667c7b32-6018-4197-8769-7b477646e8ce,e_skills/e8fd3f62-3d18-4ad4-b039-4d9a141ddada,optional,knowledge,knowledge
e_skills/667c7b32-6018-4197-8769-7b477646e8ce,e_skills/24427d58-ec06-441f-9277-cb7ec9786271,optional,knowledge,knowledge
e_skills/667c7b32-6018-4197-8769-7b477646e8ce,e_skills/bcf6e84d-ffe1-43d8-a534-2ceb123f1951,optional,knowledge,knowledge
e_skills/11d4eed2-0be2-4a7b-a27f-f9ded49147d0,e_skills/58902e7b-fd4a-4651-adfe-031d050901a2,optional,knowledge,knowledge
e_skills/11d4eed2-0be2-4a7b-a27f-f9ded49147d0,e_skills/9dac684d-2cec-41da-9969-eb9598db755f,optional,knowledge,knowledge
e_skills/60a2fed5-cd05-4f87-9984-641e61aec22c,e_skills/9b1d38f6-496b-4395-b9fd-e51020f0e0bf,optional,knowledge,knowledge
e_skills/c97e7cee-30df-4628-b409-5b691d49e908,e_skills/a2d47cbf-08f1-45f9-95fc-2a989678ef99,optional,knowledge,knowledge
e_skills/c97e7cee-30df-4628-b409-5b691d49e908,e_skills/1bb5b6bd-c69d-4b8d-8265-3b5b3f05e3a8,optional,knowledge,knowledge
e_skills/5659bafe-eef3-436a-a409-a245f973ed19,e_skills/c5ff71a5-a4a7-4cf1-b8ad-eb764c90d72d,optional,knowledge,knowledge
e_skills/5659bafe-eef3-436a-a409-a245f973ed19,e_skills/d7553576-c999-4e60-b57c-7ccdd9820bdd,optional,knowledge,knowledge
e_skills/5659bafe-eef3-436a-a409-a245f973ed19,e_skills/7f44e432-515c-40eb-9905-0cdf63e664af,optional,knowledge,knowledge
e_skills/9c81cf33-645a-418a-aa20-be63e677cdce,e_skills/d0ba32ca-3957-4723-a9a8-537549475054,optional,knowledge,knowledge
e_skills/6cf78350-5929-49c2-9ba6-0216043bf0a0,e_skills/49307ad8-4774-482e-925b-5bb19cb55c3b,optional,knowledge,knowledge
e_skills/611345dd-6cb8-429d-95d5-6f7191511bef,e_skills/35b5872d-84bf-4ae2-8160-5a8d80516dc3,optional,knowledge,knowledge
e_skills/aff4b416-ef68-4a33-ac18-42cb15e9ff7f,e_skills/43a5f1ac-1140-4ea5-8bcd-cbdb74ed4db7,optional,knowledge,knowledge
e_skills/aff4b416-ef68-4a33-ac18-42cb15e9ff7f,e_skills/98a5239c-c45f-4e76-9448-49ddffa6ed86,optional,knowledge,knowledge
e_skills/53e12ea6-7f3f-4c87-86f7-7141c9cf94a4,e_skills/92bbc1f1-2d32-42ec-98f0-e1ac27722ada,optional,knowledge,knowledge
e_skills/08ce3204-2479-410e-a870-900b76d30cf2,e_skills/c5ff71a5-a4a7-4cf1-b8ad-eb764c90d72d,optional,knowledge,knowledge
e_skills/08ce3204-2479-410e-a870-900b76d30cf2,e_skills/d7553576-c999-4e60-b57c-7ccdd9820bdd,optional,knowledge,knowledge
e_skills/08ce3204-2479-410e-a870-900b76d30cf2,e_skills/7f44e432-515c-40eb-9905-0cdf63e664af,optional,knowledge,knowledge
