_from,_to,relType,sourceType,targetType
e_skills/cdc3b050-7218-4e48-9716-0927cb2916cd,e_skills/2aba8970-be7b-4c7c-afbc-70a94abbdd19,optional,knowledge,knowledge
e_skills/9b9f4442-2662-4de7-be22-20f9d8f8c944,e_skills/ae06fc5c-0227-423a-8c07-e6038bcf4c0f,optional,knowledge,knowledge
e_skills/51486423-feb8-4195-90e6-8cd9a1c5dbc5,e_skills/45f69bce-fe5c-443a-b49d-75fd11f4742d,optional,knowledge,knowledge
e_skills/506a29de-b19d-4612-840a-4c95f4ce58ae,e_skills/b51d47a6-97a4-4e5d-80c2-8301e1404d2f,optional,knowledge,knowledge
e_skills/b7a5fa18-7118-41f0-9105-8c4908980c20,e_skills/b971e940-fa6e-4708-ac66-15bbdae234e0,optional,knowledge,knowledge
e_skills/5d73677b-93be-4d4f-bda8-c6d05fef612d,e_skills/6f2c9aff-794f-4143-8ee8-cf920507f1b8,optional,knowledge,knowledge
e_skills/5d73677b-93be-4d4f-bda8-c6d05fef612d,e_skills/75572028-1bdf-4287-abc7-bec74dd1f2ec,optional,knowledge,knowledge
e_skills/b2884a04-a536-4e02-a769-14138ba7ac8b,e_skills/cb920137-3328-4e31-bcee-7c8163c66642,optional,knowledge,knowledge
e_skills/286ed2fa-59eb-4309-80b0-f84df30ab20d,e_skills/e95c02e7-8f6e-4508-911b-08458a869100,optional,knowledge,knowledge
e_skills/286ed2fa-59eb-4309-80b0-f84df30ab20d,e_skills/5329fb95-bd7d-4d9f-a8fb-0db738ab2d98,optional,knowledge,knowledge
e_skills/5d2a14ed-03c4-4323-963a-18b3d556c9bf,e_skills/bcbe0264-1d22-402d-b190-9485922104c5,optional,knowledge,knowledge
e_skills/5e710618-ca9d-429a-aeb1-cab7a310020f,e_skills/d0ba32ca-3957-4723-a9a8-537549475054,optional,knowledge,knowledge
e_skills/b3dc8e85-2c91-4171-b5b1-f9bacd0b7578,e_skills/21841836-9b62-471d-8842-ec2b1c94c700,optional,knowledge,knowledge
e_skills/b3dc8e85-2c91-4171-b5b1-f9bacd0b7578,e_skills/5c9b6246-755b-4c82-b2a5-bb5fecfc3d64,optional,knowledge,knowledge
e_skills/bd42d707-2cb2-468f-8596-ac613bcab5c2,e_skills/1d5601db-2a45-43b8-be08-b5a78755ddec,essential,knowledge,knowledge
e_skills/bd42d707-2cb2-468f-8596-ac613bcab5c2,e_skills/3bd31661-475a-4dd4-8d3b-23c9be9c7c4b,optional,knowledge,knowledge
e_skills/f28f0975-c49d-46b6-ba0d-d7a530a19372,e_skills/c4d360c8-63e0-4170-8ba7-5f6b0525c26e,optional,knowledge,knowledge
e_skills/f28f0975-c49d-46b6-ba0d-d7a530a19372,e_skills/f66eb783-44b0-4bff-92f3-91ec7d43903c,optional,knowledge,knowledge
e_skills/f28f0975-c49d-46b6-ba0d-d7a530a19372,e_skills/1b5bf6f7-e08a-47f6-8e10-5b9f76e87fcf,optional,knowledge,knowledge
e_skills/026f9e13-b6a3-473a-8d4f-07287d154aa6,e_skills/0d84e1bf-9590-493e-befc-eb902d63bf74,optional,knowledge,knowledge
e_skills/026f9e13-b6a3-473a-8d4f-07287d154aa6,e_skills/729f67dd-ff15-4ea8-9070-fa7f6161ccc4,optional,knowledge,knowledge
e_skills/026f9e13-b6a3-473a-8d4f-07287d154aa6,e_skills/13efc396-5136-4a28-8c1a-07217c56a49a,optional,knowledge,knowledge
e_skills/a7d6bebe-faa4-4425-9987-f09665362f04,e_skills/2fe56166-4033-42c1-85e1-9baf4f415347,optional,knowledge,knowledge
e_skills/66a4b2b5-2792-4419-b886-a160ed2b6940,e_skills/cabb807f-3e51-4a37-ab30-722c87fc4591,optional,knowledge,knowledge
e_skills/53ae6442-e874-4c37-b0da-f69cba1aa84d,e_skills/f49bc08e-b562-4fd8-b2d6-ccdfc5df8733,optional,knowledge,knowledge
e_skills/c95c3515-fb2c-486c-bcc8-fe62fdcd48aa,e_skills/1cb84d92-c98b-40d8-a588-bc262b3aebf6,optional,knowledge,knowledge
e_skills/dc12a10d-3f62-47ba-b7af-5d46c7a66354,e_skills/3dfa214d-3c82-4b33-b3a6-d1508a29b907,optional,knowledge,knowledge
e_skills/dc12a10d-3f62-47ba-b7af-5d46c7a66354,e_skills/c2667920-393d-4833-b83c-a35096bfe1d8,optional,knowledge,knowledge
e_skills/dc12a10d-3f62-47ba-b7af-5d46c7a66354,e_skills/83313c2d-8ad1-40d6-bbec-833e53869a09,optional,knowledge,knowledge
e_skills/dc12a10d-3f62-47ba-b7af-5d46c7a66354,e_skills/9db6a2c1-149c-42f0-b07b-ed510c5ef357,optional,knowledge,knowledge
e_skills/9e56cbb0-6bb5-41ba-9144-cdb27881a26b,e_skills/a54c4ef6-e739-4e84-a95a-3f119e161098,optional,knowledge,knowledge
e_skills/4b8f2d58-dd1e-4f1f-8cb1-e41da6c8b070,e_skills/44758132-880f-49b4-bd9b-eb0b0332a0dd,optional,knowledge,knowledge
e_skills/67cb4412-9931-4de1-baf8-465d983b5de8,e_skills/ef926435-761c-48de-bcb1-0c056dbf5ec7,optional,knowledge,knowledge
e_skills/01279b0c-998f-42b1-aee5-b37478a5740f,e_skills/e9a943c1-47b2-41ae-842a-d488859b4e1c,optional,knowledge,knowledge
e_skills/35cb1838-d004-40f9-8a6a-42c4b964cd33,e_skills/06cef7fa-4055-4087-8753-473bd38ad575,optional,knowledge,knowledge
e_skills/392a389f-0371-450e-b2d6-cc854e1baaf5,e_skills/ec5f5901-7852-4d96-9cdc-6294016e1fa7,optional,knowledge,knowledge
e_skills/cb8f073c-28df-4e54-98a1-0fbe213a2324,e_skills/c0dff0f5-4035-4213-aa57-a0a0a733159d,optional,knowledge,knowledge
e_skills/cb8f073c-28df-4e54-98a1-0fbe213a2324,e_skills/a16f9724-38c4-4dca-8db4-bd2d6b2b0091,optional,knowledge,knowledge
e_skills/0a78e67a-b158-4a35-aa57-85b062755248,e_skills/47f04610-974c-4971-9520-a7ef511d1267,optional,knowledge,knowledge
e_skills/0a78e67a-b158-4a35-aa57-85b062755248,e_skills/9394d06b-6928-44ac-bef4-a085daef6ccb,optional,knowledge,knowledge
e_skills/3263f725-b7de-47fb-b184-cf02ad86b178,e_skills/74dce0ab-690c-4a9e-8f48-13b13b09a7c0,optional,knowledge,knowledge
e_skills/3263f725-b7de-47fb-b184-cf02ad86b178,e_skills/1506b224-8195-4b56-8cc5-6a23f562ec09,optional,knowledge,knowledge
e_skills/3263f725-b7de-47fb-b184-cf02ad86b178,e_skills/fec9f8b4-c0d4-4638-83a9-d5a086018063,optional,knowledge,knowledge
e_skills/3263f725-b7de-47fb-b184-cf02ad86b178,e_skills/bbac741c-578a-48d0-bafb-be7ba2895f1c,optional,knowledge,knowledge
e_skills/4fc12ce0-6592-4ec3-90e1-0fbef9698fed,e_skills/1110af8c-99ce-43b0-bd3f-cec719b3b559,optional,knowledge,knowledge
e_skills/0cd342a5-fb3b-4253-a6f7-0e19bc94b4d7,e_skills/bf29b4fe-91f5-4c44-955e-e6f66b8f444f,optional,knowledge,knowledge
e_skills/5d26c4ba-de91-4cc3-912d-676670095b59,e_skills/ee1e57db-c5a6-4653-ab2f-262d609111ad,optional,knowledge,knowledge
e_skills/5d26c4ba-de91-4cc3-912d-676670095b59,e_skills/2e7d8892-4e29-4132-90e9-6d19f2e312d3,optional,knowledge,knowledge
e_skills/84951960-9924-4399-96c6-a0994462f511,e_skills/fb6fea65-9196-4e77-b22d-f77eb91b6161,optional,knowledge,knowledge
e_skills/0c01c3ff-9007-4d10-b46f-c87413a3af60,e_skills/db23131d-e85e-482c-90e3-caddb3d2330b,optional,knowledge,knowledge
e_skills/0c01c3ff-9007-4d10-b46f-c87413a3af60,e_skills/6180a591-da89-4b8b-bde2-a64498a7e197,optional,knowledge,knowledge
e_skills/5fe58204-5461-4570-a541-0c7ce1332baa,e_skills/f875c1f5-a8d0-4eb9-a6ea-4b70c102868c,optional,knowledge,knowledge
e_skills/68d72022-775f-411d-b68b-5ed6e0f5ecd2,e_skills/4f78850f-51ef-4fb0-9210-ae98cd1b6d91,optional,knowledge,knowledge
e_skills/4846fcaf-108f-4090-aa09-77e007c03957,e_skills/44094377-02ef-460e-b51a-4703b8931d53,optional,knowledge,knowledge
e_skills/d3d1247b-ef3a-40c0-8aad-9251c5ef8195,e_skills/b50846af-d4be-4eff-88a7-dcaaabf8997e,optional,knowledge,knowledge
e_skills/aa98d134-b4a6-4f4d-a015-c034c25d73c5,e_skills/a459a919-ac23-4f53-b480-9de51a4f2698,optional,knowledge,knowledge
e_skills/69002982-0a0d-43f2-8118-76f7e0735385,e_skills/fe1ddceb-c61c-4e1a-abf7-e5b4b9516fd0,optional,knowledge,knowledge
e_skills/6062ea59-7d8d-404c-8fcd-67338136be1c,e_skills/d5610c3c-ede5-4712-8daf-3a52797e361e,optional,knowledge,knowledge
e_skills/1054a104-b932-4a09-93d1-be9a18935418,e_skills/d995f6fb-88b4-4139-abff-8d6224ea85b2,optional,knowledge,knowledge
e_skills/5cb2e8dc-c598-4077-8515-f663c08bbbc3,e_skills/1506b224-8195-4b56-8cc5-6a23f562ec09,optional,knowledge,knowledge
e_skills/5cb2e8dc-c598-4077-8515-f663c08bbbc3,e_skills/053330c0-38ee-4ae7-b0dc-193437ee2498,optional,knowledge,knowledge
e_skills/5cb2e8dc-c598-4077-8515-f663c08bbbc3,e_skills/9c61399a-cb7f-4cef-a098-62485f1bc1cc,optional,knowledge,knowledge
e_skills/48fc5883-256b-4aa7-8a85-c1c14eed7e13,e_skills/bf77e6fb-a912-4842-86cf-66a6702f6c0c,optional,knowledge,knowledge
e_skills/1096eaba-6094-46fc-8da8-027ad73f7a35,e_skills/1356e8e8-e6c9-4a9d-97e7-898c376a7014,optional,knowledge,knowledge
e_skills/75d73c18-5ee0-44a8-bbca-52ec7dc84851,e_skills/184c7289-8578-4be2-b8bf-ff17a2de2e18,optional,knowledge,knowledge
e_skills/daf517f6-fde9-47eb-b5d1-b749a2b2cbc6,e_skills/0804b946-7300-4158-a75c-65e1b95cf63c,optional,knowledge,knowledge
e_skills/2705db2b-a2ee-4839-8753-2cfaa0c04809,e_skills/2c7c9a9b-9eee-4350-9e6d-fb88bfabe669,optional,knowledge,knowledge
e_skills/e3e019dd-c472-45cf-bb66-25abc68d8db0,e_skills/ab27cc82-3bc3-4f98-ae38-d5f2f058c766,optional,knowledge,knowledge
e_skills/e3e019dd-c472-45cf-bb66-25abc68d8db0,e_skills/9e348bd8-ff1f-47a7-a06b-6132e9a3ee13,optional,knowledge,knowledge
e_skills/685e0b05-9ce8-42bd-88d7-d196285901e8,e_skills/6170f2b7-9fa0-4b5a-93e0-34b9cd34f236,optional,knowledge,knowledge
e_skills/685e0b05-9ce8-42bd-88d7-d196285901e8,e_skills/ebba90d8-279f-430b-83e2-40bdca711e9b,optional,knowledge,knowledge
e_skills/f16fd94b-76e0-4329-b9d3-665591ba84ce,e_skills/efa4bdbc-bc13-4215-bb0e-c00c070e3fbd,optional,knowledge,knowledge
e_skills/886b34a9-4878-4fad-b40c-71d74c7d327f,e_skills/1b968131-b7ef-44ff-89ab-4f120ddfd6b3,optional,knowledge,knowledge
e_skills/886b34a9-4878-4fad-b40c-71d74c7d327f,e_skills/92ad77c9-0ab7-495f-b054-8ba3bad94234,optional,knowledge,knowledge
e_skills/f79e685c-2575-451c-b025-ed7128513075,e_skills/2ca86287-e7d3-429d-b485-5c91d1097532,optional,knowledge,knowledge
e_skills/f6050c0e-b5b2-439f-aab6-2e6f051ef811,e_skills/d9b0f1de-9e00-429b-9d73-c400db3544fd,optional,knowledge,knowledge
e_skills/7ca53c78-5228-45bf-96cb-a16702214292,e_skills/7d0871a0-83c5-47ac-a704-391e64ae298c,optional,knowledge,knowledge
e_skills/5ffd1981-3d88-489f-ad2c-6abd7b0f97d9,e_skills/5cdc7b2b-7f55-41d7-9e4a-a7ba23c256af,optional,knowledge,knowledge
e_skills/dfd9b49f-ce48-4b94-be58-c4f33a211a5b,e_skills/1a8cf05f-a873-45ee-9956-52ca441eb2be,optional,knowledge,knowledge
e_skills/dfd9b49f-ce48-4b94-be58-c4f33a211a5b,e_skills/584ce62b-b5f3-4e22-8db1-52b7167d1d06,optional,knowledge,knowledge
e_skills/8a2b80e2-0e1b-4f12-9219-43e260183b21,e_skills/9c61399a-cb7f-4cef-a098-62485f1bc1cc,optional,knowledge,knowledge
e_skills/8a2b80e2-0e1b-4f12-9219-43e260183b21,e_skills/c00ff8c8-a080-432d-afb0-3466bfb8fd28,optional,knowledge,knowledge
e_skills/6de1a243-69a0-409e-a230-fd4562fee0fe,e_skills/1184dd3c-8cc3-4e69-a188-b28e0f35e4bb,optional,knowledge,knowledge
e_skills/067c4496-ed2b-404f-b699-213714e7f627,e_skills/dabc9cd5-92e2-4d77-9cb7-ea3854258261,optional,knowledge,knowledge
e_skills/2b041ff7-c82a-4f21-94e2-976a71d359f0,e_skills/8f62aabd-b69a-4090-b096-10b2b8ef7940,optional,knowledge,knowledge
e_skills/f14b764f-b0a4-4b47-84d9-2068f4ea5341,e_skills/5a55d6c0-3361-4c08-afa0-256f65bf9778,optional,knowledge,knowledge
e_skills/e67c8178-2742-469a-beeb-ec9d87caf3f0,e_skills/6a0173a7-c9a9-4d4a-8ed1-f374af9e24c2,optional,knowledge,knowledge
e_skills/99f0021a-bf10-4479-898a-5cb6daba7f94,e_skills/2b3c31d0-367e-43b4-88b7-95417e307c4a,optional,knowledge,knowledge
e_skills/99f0021a-bf10-4479-898a-5cb6daba7f94,e_skills/6988a962-a8ed-4b08-9dfe-11002e649124,optional,knowledge,knowledge
e_skills/99f0021a-bf10-4479-898a-5cb6daba7f94,e_skills/03edaa1d-9cff-4ea9-b24d-150de5c74aea,optional,knowledge,knowledge
e_skills/2b79efb1-e967-4a61-a3af-eefd0b939bfa,e_skills/4294b8ae-e70b-48fa-9b6b-f9a5c07a1387,essential,,
e_skills/b03a13c6-9803-41e9-a3b3-fd92abedb86f,e_skills/421194d8-d211-48f8-93c1-a0216955887a,optional,knowledge,knowledge
e_skills/94e851a7-18a8-4047-8b7a-737b16e8b2e6,e_skills/466020ab-a421-4457-963b-bc5d42c81309,optional,knowledge,knowledge
e_skills/0d1f395c-e885-46d2-9a6e-0b521723d5f3,e_skills/fdc9af31-a5ba-4b2e-9578-2b8baca0f13d,essential,knowledge,knowledge
e_skills/0083221c-4558-4727-b1d5-07ecd4b635f7,e_skills/9ba3ecc0-e1df-4be4-9606-cd8c43896e6f,optional,knowledge,knowledge
e_skills/b08b76b8-fb78-413a-a72b-e9eaf2cb1f5b,e_skills/4e4311a6-7eb1-4c14-bc23-93aec6a02d23,optional,knowledge,knowledge
e_skills/b08b76b8-fb78-413a-a72b-e9eaf2cb1f5b,e_skills/64e74f77-88d4-4634-b617-d63d1e2406be,optional,knowledge,knowledge
e_skills/70253d1c-9c51-46e8-86ba-a58adb1bcdc1,e_skills/bcc78eee-c26a-441d-9e0e-d6446c8e4f9a,optional,knowledge,knowledge
e_skills/0336d063-7aae-4e1f-afd1-e6e963ce4f82,e_skills/6ff19404-82b5-48a9-9ea4-d8b8f4cae750,optional,knowledge,knowledge
e_skills/c440b6c0-57cb-42fa-a1a8-33df6aa965f0,e_skills/c7c922a3-19e4-4344-a5f3-f34a35c8ea6a,optional,knowledge,knowledge
e_skills/3f95f9e4-2463-45df-9fa2-fd36d97712f6,e_skills/b84e21bf-0971-4e59-b266-756d5231ce68,optional,knowledge,knowledge
e_skills/af6d7404-7089-4bfb-8006-836425df5e69,e_skills/3c82c683-394d-4f3b-be04-c352981bae51,optional,knowledge,knowledge
e_skills/84d19d34-8f9c-41f4-9933-d098cd2a2600,e_skills/3a2b5a70-4dbc-4373-8e31-4535c613afcf,optional,knowledge,knowledge
e_skills/84d19d34-8f9c-41f4-9933-d098cd2a2600,e_skills/b11ea628-9247-4c19-91da-ffd1b2a6c893,optional,knowledge,knowledge
e_skills/84d19d34-8f9c-41f4-9933-d098cd2a2600,e_skills/98ac5132-1a31-49ce-88f4-c0f2f37158fa,optional,knowledge,knowledge
e_skills/64388a72-5427-42d3-9e7e-4763479a5253,e_skills/1380312d-78d1-4fb7-83c0-d0b6b8dd2ec1,essential,,
e_skills/432486ad-a9ea-4e44-bcd7-8a79a224570e,e_skills/e25ab018-e78f-41f5-9ef1-63428bab9c59,optional,knowledge,knowledge
e_skills/304cabdb-59bb-49cc-a16d-e9b089adaef2,e_skills/ac805ed9-147c-4e30-aad3-b90c8edb2fbb,optional,knowledge,knowledge
e_skills/304cabdb-59bb-49cc-a16d-e9b089adaef2,e_skills/2bb03034-eea3-44fc-b280-713cf1ec528d,optional,knowledge,knowledge
e_skills/304cabdb-59bb-49cc-a16d-e9b089adaef2,e_skills/7a80c663-d0f0-42bd-a3ed-83b693ed0a7a,optional,knowledge,knowledge
e_skills/304cabdb-59bb-49cc-a16d-e9b089adaef2,e_skills/302cbfb7-11c7-4430-bb36-f8e8409dfdb0,optional,knowledge,knowledge
e_skills/f2e4cb18-b582-4119-956f-4264a87f2217,e_skills/64455157-20a2-4e4f-82ec-5915d1706d18,essential,knowledge,knowledge
e_skills/32b43687-cfea-465d-816f-195f8e39062b,e_skills/047c7bb7-e79d-471b-a82f-6585bc58df74,optional,knowledge,knowledge
e_skills/32b43687-cfea-465d-816f-195f8e39062b,e_skills/89cab5ca-a7ce-42f9-a1e3-98b3016deb07,optional,knowledge,knowledge
e_skills/773ed26b-b222-44aa-b5ef-d7f7fed5ce35,e_skills/5ff1a2a0-e47a-4967-b43a-e295098f099e,optional,knowledge,knowledge
e_skills/a305b80e-cd38-4e1d-84d8-4d78ba7a94e2,e_skills/45850856-94d7-474e-b278-09eeafffa616,optional,knowledge,knowledge
e_skills/3f570efa-8653-405c-85e5-0ccb2c0829cd,e_skills/978e7bba-777a-4765-9ef7-0a08fe8c1b14,optional,knowledge,knowledge
e_skills/3d25dc6e-95e4-4d3d-b4f4-0970934e6692,e_skills/251aa660-0f88-4bf9-b7c0-2978739adc73,optional,knowledge,knowledge
e_skills/b09e2652-2566-447c-b700-8e7572fa1c0a,e_skills/47915ad1-0eeb-42e4-9a8c-49dc573504c0,optional,knowledge,knowledge
e_skills/b09e2652-2566-447c-b700-8e7572fa1c0a,e_skills/e036b731-befe-4c77-9207-d8ca71018f00,optional,knowledge,knowledge
e_skills/3741a0d5-9d29-4e2f-acc9-214439f5c1ea,e_skills/36ecec82-3baa-4cfa-add6-2f9d938528fc,optional,knowledge,knowledge
e_skills/40d2d594-09cc-4442-8715-71447261d470,e_skills/808e03d1-bb58-4f66-9356-a6e84e787b33,optional,knowledge,knowledge
e_skills/6d80404d-6a04-4b90-b3fa-dc08ad509fc4,e_skills/054188fa-6271-4543-9032-2eb4310ed401,optional,knowledge,knowledge
e_skills/6d80404d-6a04-4b90-b3fa-dc08ad509fc4,e_skills/37cb9e08-f5d1-4cd2-a878-00f0a8d5624d,optional,knowledge,knowledge
e_skills/3911c6f4-667c-4d1d-b813-dfca75daba8e,e_skills/fc7fb6c0-2923-4c0c-bdd6-6f3e0b81e4b5,optional,knowledge,knowledge
e_skills/08eadd34-6eb7-46c6-b879-b61cc1322dfd,e_skills/7bbbb50c-5805-4ed5-a7e4-0f5e1c10da4c,optional,knowledge,knowledge
e_skills/e8f2c2aa-28c6-4c80-8737-ea83f93dbd04,e_skills/bbac741c-578a-48d0-bafb-be7ba2895f1c,optional,knowledge,knowledge
e_skills/ace20627-efe6-497b-840f-7ab1bce042cd,e_skills/51a1a0fb-2e3b-4272-886d-a8ace21dffa2,optional,knowledge,knowledge
e_skills/3fe3ff84-a6c3-422d-b933-9bcd63d6ddaa,e_skills/1617da0e-8630-4766-92df-a2627f0353d3,optional,knowledge,knowledge
e_skills/3fe3ff84-a6c3-422d-b933-9bcd63d6ddaa,e_skills/fdc9af31-a5ba-4b2e-9578-2b8baca0f13d,optional,knowledge,knowledge
e_skills/3fe3ff84-a6c3-422d-b933-9bcd63d6ddaa,e_skills/53332559-c274-4e8c-a989-6909e0ebd5bd,optional,knowledge,knowledge
e_skills/9ae71803-53f0-4214-8ede-9c19b2ff3a2a,e_skills/70254e48-fa2a-4499-bc9b-7562e8e849de,optional,knowledge,knowledge
e_skills/78bac886-026f-4af0-89f3-26f8d20878b5,e_skills/d2bd4cbf-7ec5-4851-995b-79a19a4393f8,optional,knowledge,knowledge
e_skills/78bac886-026f-4af0-89f3-26f8d20878b5,e_skills/76d04217-e64d-4de8-931e-1853ad190e07,optional,knowledge,knowledge
e_skills/90f96e5d-66e0-4801-9d03-3ab0df127fff,e_skills/59bd9fa8-83b6-4840-a4c2-2ee2f2825682,optional,knowledge,knowledge
e_skills/90f96e5d-66e0-4801-9d03-3ab0df127fff,e_skills/02d2e09e-c789-4006-a758-bd7f92be2885,optional,knowledge,knowledge
e_skills/8ee54ae0-6d11-4a0f-ad7a-c6d58b5f9ef1,e_skills/0fca4242-45df-4840-86b6-4ffdffe36af1,optional,knowledge,knowledge
e_skills/6ea0f4d8-c4b2-4469-abd3-f6633c2536f7,e_skills/d9707bc1-63bc-4623-8fa8-0bd7a96e5279,optional,knowledge,knowledge
e_skills/1686c71f-42b5-4819-a124-da50d7a16d84,e_skills/f5d8925a-2100-4b46-8dbc-9c0401de88cb,optional,knowledge,knowledge
e_skills/d660b00f-a710-4118-b575-d7fe82273d9a,e_skills/18b662bc-2e34-423f-b329-d042ddae7242,optional,knowledge,knowledge
e_skills/d660b00f-a710-4118-b575-d7fe82273d9a,e_skills/a985ec98-83ea-4b04-82d6-def3bb3d6563,optional,knowledge,knowledge
e_skills/d660b00f-a710-4118-b575-d7fe82273d9a,e_skills/83d415d7-0b61-437e-844d-61bb7580d921,optional,knowledge,knowledge
e_skills/7e19644c-2842-4930-832a-ab365e8e0749,e_skills/3cc88284-62b9-4489-b0bf-012d59ba3bae,optional,knowledge,knowledge
e_skills/20ec21ef-27fc-4977-8970-aa1f83f1a5b5,e_skills/6aedb57c-e457-4a8f-a228-94ce740367c6,optional,knowledge,knowledge
e_skills/20ec21ef-27fc-4977-8970-aa1f83f1a5b5,e_skills/898242fa-941c-41ca-ad24-9c2b01135752,optional,knowledge,knowledge
e_skills/2caac9b8-08c6-4f4b-b629-944df2c99764,e_skills/7b2c7249-6ad5-4e37-baa8-0b94626002bd,optional,knowledge,knowledge
e_skills/2caac9b8-08c6-4f4b-b629-944df2c99764,e_skills/fe97baa7-d54c-4ca4-9d2e-2a12e3091c3b,optional,knowledge,knowledge
e_skills/be42b3b4-d493-49b6-985a-cb591acf6e13,e_skills/c1c1b739-36ed-4115-94fc-04471490514f,optional,knowledge,knowledge
e_skills/70d38b00-7c04-4c6f-9bdb-8e596e29fa99,e_skills/4cf08c98-438a-4e0c-8fd6-16d9684c70f2,optional,knowledge,knowledge
e_skills/70d38b00-7c04-4c6f-9bdb-8e596e29fa99,e_skills/79a967fd-ae7b-417e-b550-be6cf85259eb,optional,knowledge,knowledge
e_skills/70d38b00-7c04-4c6f-9bdb-8e596e29fa99,e_skills/97981e83-bb33-4459-82c2-7ceefcb8fb62,optional,knowledge,knowledge
e_skills/e01c44e4-033f-4b98-b3a1-2228a7e2c339,e_skills/699e7793-2e31-42a9-b098-4d96f608f930,optional,knowledge,knowledge
e_skills/cd18f5d7-1c3f-42af-9951-30e4666ee215,e_skills/2a661062-fdb0-47e9-b994-9b8db66611b1,optional,knowledge,knowledge
e_skills/21730f0e-89bc-48b0-bcfc-5c451d126b9a,e_skills/5fc1fc03-c371-41c9-99bd-a1975c45b1ed,optional,knowledge,knowledge
e_skills/21730f0e-89bc-48b0-bcfc-5c451d126b9a,e_skills/04c04c1c-2f8e-4dd7-8be9-df24961a4c9b,optional,knowledge,knowledge
e_skills/f13e80fd-cc16-40f9-ad7b-e12dab9458e5,e_skills/5235c99f-f091-4358-a49d-aae082548a81,optional,knowledge,knowledge
e_skills/ab889a39-7ef1-4e4e-97f1-a0bd593875fb,e_skills/ebb98b27-6c54-4211-9983-dcac75b21f71,optional,knowledge,knowledge
e_skills/0e7f0bbd-566a-461d-beff-38c0fce8d687,e_skills/0582f1b3-99d3-4d33-82c7-69e494dfe0ec,optional,knowledge,knowledge
e_skills/0e7f0bbd-566a-461d-beff-38c0fce8d687,e_skills/f3533b84-2a9b-487e-971b-a2c2dfe306e3,optional,knowledge,knowledge
e_skills/d9041e4e-c86e-450a-856a-dfe0b5ed4b21,e_skills/499c5acf-c7aa-4235-9b98-5995ac93eb4e,optional,knowledge,knowledge
e_skills/b4fc4688-57de-4fa4-aa07-18ce65753cdd,e_skills/d9be5796-93fc-438d-9ce9-9a30b70dd539,optional,knowledge,knowledge
e_skills/b4fc4688-57de-4fa4-aa07-18ce65753cdd,e_skills/0211e6c7-7464-4817-8a64-b79feb0d2c19,optional,knowledge,knowledge
e_skills/b4fc4688-57de-4fa4-aa07-18ce65753cdd,e_skills/8ec54269-0ccb-4bfc-83c5-4b8c261f58c6,optional,knowledge,knowledge
e_skills/e310fca5-f677-44f9-8465-cda3b3a182a6,e_skills/915318f7-a657-4c96-a817-8b597f774e8a,optional,knowledge,knowledge
e_skills/4ed89987-79fa-4945-bc3c-8d3f85d0730b,e_skills/2d3ea165-6a88-4210-84ea-b379c6031e16,optional,knowledge,knowledge
e_skills/1fb09e1c-0c1d-4af8-b647-f500e42da7ca,e_skills/a6f6cee6-a887-4bb9-a235-3d1c5b1ebd20,optional,knowledge,knowledge
e_skills/52f07d05-dcdb-42ca-ba08-7494abf04194,e_skills/22e90188-a17d-48fb-b69e-f766dcb64e82,optional,knowledge,knowledge
e_skills/52f07d05-dcdb-42ca-ba08-7494abf04194,e_skills/f3c8289e-cae7-40a2-9874-a26e37743e8c,optional,knowledge,knowledge
e_skills/a97c7580-c0b0-411e-bc58-95f05b0d7cb4,e_skills/d6edcc57-9885-46ec-8068-6d802b9a2d65,optional,knowledge,knowledge
e_skills/498dab56-fa19-42a1-93b8-98840f76999d,e_skills/4efd0c5e-a738-48f1-8aa1-131e7e591922,optional,knowledge,knowledge
e_skills/6595fd79-6c52-4243-afd8-b3fe2be9bc01,e_skills/b374afac-b583-4624-a4f2-6d7ff41a2623,optional,knowledge,knowledge
e_skills/bffca942-2d72-43c4-8912-3c7cbfb87d40,e_skills/2aa070c0-7673-44cd-aef3-c55344291b99,optional,knowledge,knowledge
e_skills/bffca942-2d72-43c4-8912-3c7cbfb87d40,e_skills/6de429cd-6e2c-4712-b44c-6f3563908175,optional,knowledge,knowledge
e_skills/bffca942-2d72-43c4-8912-3c7cbfb87d40,e_skills/e9a943c1-47b2-41ae-842a-d488859b4e1c,optional,knowledge,knowledge
e_skills/7eee08c1-127a-425e-a5ec-e8d294dee3c7,e_skills/978e7bba-777a-4765-9ef7-0a08fe8c1b14,optional,knowledge,knowledge
e_skills/d198710b-77fc-4365-b4c5-997c21b58398,e_skills/02d2e09e-c789-4006-a758-bd7f92be2885,essential,knowledge,knowledge
e_skills/d198710b-77fc-4365-b4c5-997c21b58398,e_skills/3a42f36b-96f5-4e3d-939b-ca0707794ec5,optional,knowledge,knowledge
e_skills/9020ef60-7d60-4837-891d-848e4df8f39a,e_skills/f7b348fd-071c-42ae-a831-c602cf8e1f84,optional,knowledge,knowledge
e_skills/fe56d37f-a9be-4e5a-b39e-d1f1c03da2c2,e_skills/ea64f6ab-00f4-42d8-8cb2-972afe2fd24b,optional,knowledge,knowledge
e_skills/e2b40290-1059-4367-a1d8-709fb6104256,e_skills/2a59f58d-fdce-4e35-a9aa-9de3b1e728fd,optional,knowledge,knowledge
e_skills/d49c3443-9b1f-4af2-a54b-e5eb3f8f5391,e_skills/133f517b-c0ef-438d-a9e0-4c22215d8f39,optional,knowledge,knowledge
