_id,Scale ID,Element ID,O*NET-SOC Code
o_jobSkills/a898d740-c850-4cf6-96ec-938d7ef0be6d,,2.A.1.b,17-2199.08
o_jobSkills/06bce155-807f-4af5-9d86-7ac0e988ac67,,2.A.1.c,17-2199.08
o_jobSkills/60ff4fcf-2e98-4120-894a-60de3663a130,,2.A.1.d,17-2199.08
o_jobSkills/8b168092-7651-4f30-8c11-3c763654499e,,2.A.1.e,17-2199.08
o_jobSkills/0ca62d25-9aa0-4f6c-844e-da2826cc3cac,,2.A.1.f,17-2199.08
o_jobSkills/4f183ec7-b4e6-4fe7-a305-eab7eaef8c4d,,2.A.2.a,17-2199.08
o_jobSkills/9b649795-308b-4ebe-9b1f-73e5a80be24d,,2.A.2.b,17-2199.08
o_jobSkills/614b2827-4a57-428e-9dbc-1acd7ffa18b9,,2.A.2.c,17-2199.08
o_jobSkills/df7e08e6-32d1-4cca-a742-870152c3008f,,2.A.2.d,17-2199.08
o_jobSkills/0dab0420-0746-42ac-9bba-fad5a0ba22a3,,2.B.1.a,17-2199.08
o_jobSkills/dc91bd92-8b6f-411b-9b97-d516c4c36a49,,2.B.1.b,17-2199.08
o_jobSkills/46334856-da6e-47e7-b7e8-0fc533065079,,2.B.1.c,17-2199.08
o_jobSkills/ef7f058e-fa10-4363-9784-35b1e406507d,,2.B.1.d,17-2199.08
o_jobSkills/d80b885f-90fb-46cc-8b20-8d593d4a2d07,,2.B.1.e,17-2199.08
o_jobSkills/c687a4de-1bae-406c-8dfa-8007406df498,,2.B.1.f,17-2199.08
o_jobSkills/418ab16f-be37-4ced-8b88-78fcc32f1595,,2.B.2.i,17-2199.08
o_jobSkills/988d2a74-1dda-4c89-b591-0f7428e053e0,,2.B.3.a,17-2199.08
o_jobSkills/35fdc92e-639d-4acc-a143-c29a4426d9f5,,2.B.3.b,17-2199.08
o_jobSkills/ed8c1875-5279-4958-9208-e31ff211cf03,,2.B.3.c,17-2199.08
o_jobSkills/4419ea5b-8766-4fe0-8ceb-d287593ea033,,2.B.3.d,17-2199.08
o_jobSkills/8bab31bb-897e-4781-9f76-9b410089aeab,,2.B.3.e,17-2199.08
o_jobSkills/34534fda-09df-4f59-9fcd-e1a131c7ecf1,,2.B.3.g,17-2199.08
o_jobSkills/241da7e3-19f0-48f0-a52d-5ddbd837a672,,2.B.3.h,17-2199.08
o_jobSkills/586468eb-4044-4c1c-9e48-482179fcec16,,2.B.3.j,17-2199.08
o_jobSkills/84830a6b-e0d6-4e7f-8772-c9bc2e6e9845,,2.B.3.k,17-2199.08
o_jobSkills/a9594cdc-8328-4654-92d4-2f02c25a7735,,2.B.3.l,17-2199.08
o_jobSkills/b4aa349b-9105-45b3-9f34-5079bfda9a91,,2.B.3.m,17-2199.08
o_jobSkills/97d8eef8-b04c-450f-a670-4587f39ab778,,2.B.4.e,17-2199.08
o_jobSkills/faf8d4dc-7922-49e0-820e-5e162c316d27,,2.B.4.g,17-2199.08
o_jobSkills/f0aa6242-0257-4be3-b260-3c6695db0b58,,2.B.4.h,17-2199.08
o_jobSkills/e8406b5b-0ed5-4331-af15-1e57c9fd7cf7,,2.B.5.a,17-2199.08
o_jobSkills/12aa9d8d-2b84-4763-80c5-b79850abf133,,2.B.5.b,17-2199.08
o_jobSkills/d0cc8839-8b51-4f09-8d5c-50d4f00665a9,,2.B.5.c,17-2199.08
o_jobSkills/56d02401-41a9-40f9-9678-df06f2669b8e,,2.B.5.d,17-2199.08
o_jobSkills/b26573fc-c1d6-4d22-ae00-3a51eb0a0a50,,2.A.1.a,17-2199.09
o_jobSkills/c251242c-2731-41a3-a764-935a6d026600,,2.A.1.b,17-2199.09
o_jobSkills/c20193c8-157b-4f4c-9a34-84cef8998f19,,2.A.1.c,17-2199.09
o_jobSkills/941b1afe-c4b7-4264-a076-4b96e43782df,,2.A.1.d,17-2199.09
o_jobSkills/8e39cc95-a94d-4c19-bbe6-aff5a1008040,,2.A.1.e,17-2199.09
o_jobSkills/42b60a65-6c30-41fe-b110-09d72a9cc8fc,,2.A.1.f,17-2199.09
o_jobSkills/271d1c60-ac98-40cf-a306-80d87f77afde,,2.A.2.a,17-2199.09
o_jobSkills/88d6529e-4eac-4e7b-b75b-b78ee2db5a12,,2.A.2.b,17-2199.09
o_jobSkills/80536579-a0f4-48c2-9672-9857d1577067,,2.A.2.c,17-2199.09
o_jobSkills/8bf4a60d-17e7-49a5-a857-08bb5cf0969c,,2.A.2.d,17-2199.09
o_jobSkills/1d3103fd-7932-43ac-ad0b-5c9b4485a220,,2.B.1.a,17-2199.09
o_jobSkills/e090a819-7fe1-4de9-ab6a-43e72d35faa0,,2.B.1.b,17-2199.09
o_jobSkills/8cfdbf29-cb0b-450d-a1e6-e16f40f378b0,,2.B.1.c,17-2199.09
o_jobSkills/66f78621-62c1-4d98-b575-c637e012de76,,2.B.1.d,17-2199.09
o_jobSkills/34bc4617-d67c-4203-8efa-4a16d503f079,,2.B.1.e,17-2199.09
o_jobSkills/4333b322-b28b-4180-b084-fcee4efe337b,,2.B.1.f,17-2199.09
o_jobSkills/0cfd7d4f-4a6e-4b38-a121-2807ae77cd00,,2.B.2.i,17-2199.09
o_jobSkills/b8e6a856-5a33-465a-bb16-88e681321fe3,,2.B.3.a,17-2199.09
o_jobSkills/25fa3cb0-90ca-4882-99d5-03fdb9f30851,,2.B.3.b,17-2199.09
o_jobSkills/8b790c0d-8686-432b-98cb-ca708edda972,,2.B.3.c,17-2199.09
o_jobSkills/b48ec37f-4c7c-45f1-a845-f2375428bba3,,2.B.3.d,17-2199.09
o_jobSkills/31dc994f-ba02-49d7-a2ee-07a0bc04e165,,2.B.3.e,17-2199.09
o_jobSkills/00f317a3-1c5e-4f0c-8dd8-72a5aea5964b,,2.B.3.g,17-2199.09
o_jobSkills/204d4478-7442-4ce1-9d33-d6b7e396eab1,,2.B.3.h,17-2199.09
o_jobSkills/556f3196-5f80-4707-baa2-6bbf046469aa,,2.B.3.j,17-2199.09
o_jobSkills/a6346402-3622-4301-b658-433e07b42fef,,2.B.3.k,17-2199.09
o_jobSkills/083f3122-c7cd-4aba-9bbb-c0151d00736e,,2.B.3.l,17-2199.09
o_jobSkills/7b36955d-1ba1-4d22-9650-e12065c9bad3,,2.B.3.m,17-2199.09
o_jobSkills/62580230-a763-4e00-9b7b-9b85f8ba56c0,,2.B.4.e,17-2199.09
o_jobSkills/2b55da8e-0698-487f-887b-61364bb3e561,,2.B.4.g,17-2199.09
o_jobSkills/f5710f8e-36b8-43ea-91c7-e3436552c09e,,2.B.4.h,17-2199.09
o_jobSkills/4ec33535-4b5a-4b52-bc8c-1021e087d144,,2.B.5.a,17-2199.09
o_jobSkills/f8ade3e7-62b0-4fb8-bd5a-990a5720986f,,2.B.5.b,17-2199.09
o_jobSkills/1a0cbc4a-503c-4a10-b756-4b6cd7b73a95,,2.B.5.c,17-2199.09
o_jobSkills/c9a0f433-a275-4125-a27a-3f9c48ffe1d2,,2.B.5.d,17-2199.09
o_jobSkills/f498e10e-0d12-4465-bb91-ab4a19a53743,,2.A.1.a,17-2199.10
o_jobSkills/49f851fe-b4d4-4af1-b46a-d02d5f85ae4e,,2.A.1.b,17-2199.10
o_jobSkills/a4faffc0-344b-4c96-a3f1-dbd145872cb7,,2.A.1.c,17-2199.10
o_jobSkills/8c6acde9-2143-40be-8a99-259f5c1b8720,,2.A.1.d,17-2199.10
o_jobSkills/3bbca1d5-a256-49c7-929b-f60177e612fe,,2.A.1.e,17-2199.10
o_jobSkills/7eef1292-f35c-4de9-bcd7-fb306588e842,,2.A.1.f,17-2199.10
o_jobSkills/cdc7173b-31bd-45af-9082-16aa5d4539eb,,2.A.2.a,17-2199.10
o_jobSkills/6277105d-75ee-4c3a-a4a9-c3b5b46c079a,,2.A.2.b,17-2199.10
o_jobSkills/392345d0-5b39-4392-87de-b4473d2a71d0,,2.A.2.c,17-2199.10
o_jobSkills/9064e75a-a00d-4fe0-9365-4ee86c81a542,,2.A.2.d,17-2199.10
o_jobSkills/ecfc217e-99ea-4727-bd83-ec1303c3c49a,,2.B.1.a,17-2199.10
o_jobSkills/527b1e32-c994-424b-9d97-a9205b4744e6,,2.B.1.b,17-2199.10
o_jobSkills/0f51546b-1731-4740-8319-e4bb7de79145,,2.B.1.c,17-2199.10
o_jobSkills/15116217-53ed-4602-972c-8747f361764e,,2.B.1.d,17-2199.10
o_jobSkills/1dd4fb60-eeda-46d2-8195-e69f89a20386,,2.B.1.e,17-2199.10
o_jobSkills/30c32c13-c908-45dd-aa8a-48140ab8103c,,2.B.1.f,17-2199.10
o_jobSkills/83886ffe-640e-4bd4-9847-496bf9c292bc,,2.B.2.i,17-2199.10
o_jobSkills/0ca5cd69-2303-440a-bdf2-8a53ac4721ee,,2.B.3.a,17-2199.10
o_jobSkills/aa1479a0-d40c-4cdf-b1e0-0f85f57c77f8,,2.B.3.b,17-2199.10
o_jobSkills/7a4a5cec-e702-4988-a6a9-0af35926ff19,,2.B.3.c,17-2199.10
o_jobSkills/94112794-3a55-48d6-9525-3b52b14cfec1,,2.B.3.d,17-2199.10
o_jobSkills/d2fe01b0-2a6b-4bee-be92-e0b31581915d,,2.B.3.e,17-2199.10
o_jobSkills/34d78259-3df2-4bdf-b20f-e4d6659d513d,,2.B.3.g,17-2199.10
o_jobSkills/4fc8ad46-ceac-434b-a084-866229f9cb75,,2.B.3.h,17-2199.10
o_jobSkills/30ae3291-bf40-4029-9959-889aae6766a1,,2.B.3.j,17-2199.10
o_jobSkills/c6fae318-4334-4e41-bf7e-e59a4252cbff,,2.B.3.k,17-2199.10
o_jobSkills/4df16b48-0405-4a65-bc07-3ebe44e995c1,,2.B.3.l,17-2199.10
o_jobSkills/3b1962fb-615f-4dcf-8ce1-166cde713517,,2.B.3.m,17-2199.10
o_jobSkills/4a1e8e3c-e218-4718-bd98-44f5f86bf85f,,2.B.4.e,17-2199.10
o_jobSkills/cdc4467b-4fd3-420f-bf8b-58542ab8f3b3,,2.B.4.g,17-2199.10
o_jobSkills/04ae1b10-606f-4efa-aaa0-ba0ec03eef10,,2.B.4.h,17-2199.10
o_jobSkills/1c7894ca-7a09-4104-ac5a-36c0d303023c,,2.B.5.a,17-2199.10
o_jobSkills/ac64853a-1cd2-4e2a-b44a-d7b0ec0fc9bd,,2.B.5.b,17-2199.10
o_jobSkills/cd0443bf-6417-41ac-9ed3-58da18587121,,2.B.5.c,17-2199.10
o_jobSkills/3191dc4b-2a68-4df1-9c2d-56037e39fa92,,2.B.5.d,17-2199.10
o_jobSkills/ab819e98-d363-4fc1-a8b7-96daa47eb94d,,2.A.1.a,17-2199.11
o_jobSkills/676810d6-2264-4633-b89c-d15c5ef6d5ac,,2.A.1.b,17-2199.11
o_jobSkills/929f4b1b-591f-4c53-94ca-c6295a991592,,2.A.1.c,17-2199.11
o_jobSkills/8de4f100-7c37-47f0-95b2-31a07f503d16,,2.A.1.d,17-2199.11
o_jobSkills/648d48bd-4a22-448e-9ef3-51ba0cf6a4bb,,2.A.1.e,17-2199.11
o_jobSkills/12493f72-304a-4da4-bca0-01efc593c7dd,,2.A.1.f,17-2199.11
o_jobSkills/92d76fbb-81ad-4a95-ac14-c5e7e5f02b52,,2.A.2.a,17-2199.11
o_jobSkills/f9597f91-83f3-4e8e-898b-e5bf71e65f99,,2.A.2.b,17-2199.11
o_jobSkills/68521fd1-c928-40cb-b626-ab5812ef2420,,2.A.2.c,17-2199.11
o_jobSkills/8ec3a9b3-cb43-4c1d-9753-4f7f0beb93be,,2.A.2.d,17-2199.11
o_jobSkills/87266f4d-c2d2-44bb-9447-3f05ad13d93e,,2.B.1.a,17-2199.11
o_jobSkills/96fb32f0-e668-4d08-a126-dff1e04a304f,,2.B.1.b,17-2199.11
o_jobSkills/15994584-24fb-4da1-ba77-b02b1aea4ef7,,2.B.1.c,17-2199.11
o_jobSkills/abe09a77-d64c-4b46-9df4-b3e7ff4c9501,,2.B.1.d,17-2199.11
o_jobSkills/fb7c4f46-30d0-423a-ba3d-44ca245deb59,,2.B.1.e,17-2199.11
o_jobSkills/4a248a87-3702-4a59-9764-ba97961b1c9b,,2.B.1.f,17-2199.11
o_jobSkills/f9e840b0-40b9-4bb9-b7be-dea6475d2692,,2.B.2.i,17-2199.11
o_jobSkills/1f363146-e092-437a-843c-9e4d86e528e0,,2.B.3.a,17-2199.11
o_jobSkills/5904e71b-be38-44cc-97d6-f70ff73ff0b8,,2.B.3.b,17-2199.11
o_jobSkills/cba88393-6568-427e-a531-5d119fb03917,,2.B.3.c,17-2199.11
o_jobSkills/e1806428-b09a-44df-a1b2-06db13c9d1e3,,2.B.3.d,17-2199.11
o_jobSkills/b686d66f-e165-4bba-9455-34a72def2885,,2.B.3.e,17-2199.11
o_jobSkills/ece3afc0-1539-4e69-8b0f-5a2eb65fc79d,,2.B.3.g,17-2199.11
o_jobSkills/4c78758a-53fa-4ae5-b54d-e5fe5b31c8d9,,2.B.3.h,17-2199.11
o_jobSkills/349b1f2f-2e53-401f-b9e7-bcf9fee3d90a,,2.B.3.j,17-2199.11
o_jobSkills/f1fc89d2-dfa2-4559-9277-48a9de98a0e2,,2.B.3.k,17-2199.11
o_jobSkills/bc6a02e7-f0b2-4616-9c38-d3fb72ffe86f,,2.B.3.l,17-2199.11
o_jobSkills/2997ed13-4dc6-4556-855e-17c87db7e12a,,2.B.3.m,17-2199.11
o_jobSkills/002998bd-ce13-481c-a8ca-680ca20fa723,,2.B.4.e,17-2199.11
o_jobSkills/4936060b-7581-45fe-a03a-564280f1984e,,2.B.4.g,17-2199.11
o_jobSkills/5987d192-07f0-42c9-ba64-d24276aab1d4,,2.B.4.h,17-2199.11
o_jobSkills/c12faaba-44e9-44d9-a613-a8f0c01b176d,,2.B.5.a,17-2199.11
o_jobSkills/d374ad87-1e40-4cb6-ae4e-bc897055b67d,,2.B.5.b,17-2199.11
o_jobSkills/2a4aacd7-30eb-463f-9e18-24f82bde1e77,,2.B.5.c,17-2199.11
o_jobSkills/0bd5589a-b1a4-4104-b987-487333114ab0,,2.B.5.d,17-2199.11
o_jobSkills/9351a29b-d940-4c01-87ce-2f9d0577576c,,2.A.1.a,17-3011.01
o_jobSkills/4860bd43-ee9e-4518-ba96-7dede299b2c0,,2.A.1.b,17-3011.01
o_jobSkills/755bb943-1119-418d-87e9-ab7ff77731d8,,2.A.1.c,17-3011.01
o_jobSkills/bb17f08b-f60b-496c-b112-4a304e419bee,,2.A.1.d,17-3011.01
o_jobSkills/a62135a2-4d56-4030-beef-7130e8010d14,,2.A.1.e,17-3011.01
o_jobSkills/f7bf7121-f409-4a96-8a90-6c45dac506b1,,2.A.1.f,17-3011.01
o_jobSkills/e107165a-3a82-414a-b0e2-610e9474d64d,,2.A.2.a,17-3011.01
o_jobSkills/f06d0a92-5190-4e51-ba2a-8143d452d2b1,,2.A.2.b,17-3011.01
o_jobSkills/100c8826-4343-4cb8-8613-91997e811064,,2.A.2.c,17-3011.01
o_jobSkills/98fdf71a-f054-4a73-91f0-533668c43c4d,,2.A.2.d,17-3011.01
o_jobSkills/e0852c07-f282-4641-8985-adac93f7352a,,2.B.1.a,17-3011.01
o_jobSkills/b1b5ba90-5b69-4122-a6d3-0a94e257f1b0,,2.B.1.b,17-3011.01
o_jobSkills/da41d65b-dcf5-4016-9236-6321f8299091,,2.B.1.c,17-3011.01
o_jobSkills/6f8d4a6b-3d8b-4d78-a7a9-bed1c8de102b,,2.B.1.d,17-3011.01
o_jobSkills/dd106b8a-d510-466e-bf1b-dd0d54cbff47,,2.B.1.e,17-3011.01
o_jobSkills/c9e94211-fc44-4e49-b5b3-508391aaf051,,2.B.1.f,17-3011.01
o_jobSkills/8b16dc8c-a26b-4295-86ca-e4a8bd5d46f1,,2.B.2.i,17-3011.01
o_jobSkills/de5cf601-3c1d-416d-8d9c-b12c0560282c,,2.B.3.a,17-3011.01
o_jobSkills/0ece122a-7185-4ca9-af4b-744c2459a280,,2.B.3.b,17-3011.01
o_jobSkills/2f580b08-c4f6-4f88-a97d-de9ec78df018,,2.B.3.c,17-3011.01
o_jobSkills/95163491-d1a0-4462-8ce2-ed7215b5e7eb,,2.B.3.d,17-3011.01
o_jobSkills/c4d1a4b9-4dd0-42cb-9fc2-67c80ec80144,,2.B.3.e,17-3011.01
o_jobSkills/8273eb15-5de8-410f-a8e4-b3ff04b028b6,,2.B.3.g,17-3011.01
o_jobSkills/7c724067-8d4c-4649-a57f-bfd76c0c4b99,,2.B.3.h,17-3011.01
o_jobSkills/bfacb882-b2b0-41c5-aaa4-ba2575fbb9e2,,2.B.3.j,17-3011.01
o_jobSkills/ea1bb925-92e9-4c0c-ad48-757c0ee393a6,,2.B.3.k,17-3011.01
o_jobSkills/54f0c34b-b73b-4cc4-8484-d97936584a92,,2.B.3.l,17-3011.01
o_jobSkills/913fa12e-3b86-4772-affc-cefec4dc3417,,2.B.3.m,17-3011.01
o_jobSkills/854f0b9d-4050-41c7-98bb-fa09933fbcbd,,2.B.4.e,17-3011.01
o_jobSkills/e6230543-fcbe-49a9-a573-f3e3005afdc5,,2.B.4.g,17-3011.01
o_jobSkills/4a9dd03d-eb6d-4e40-a5cc-cf2cf43f3c7a,,2.B.4.h,17-3011.01
o_jobSkills/e65b6717-dfe2-4976-83d3-f8f476ec247e,,2.B.5.a,17-3011.01
o_jobSkills/d9722a0d-2844-4c03-a0b3-3964e89d2d50,,2.B.5.b,17-3011.01
o_jobSkills/70144b39-f1d7-47c3-82fa-312f79a11024,,2.B.5.c,17-3011.01
o_jobSkills/962f53d0-d8ed-4579-80eb-8747048a3643,,2.B.5.d,17-3011.01
o_jobSkills/b0ab52cc-650e-44e8-ad92-5401b883cd71,,2.A.1.a,17-3011.02
o_jobSkills/e8308ea0-bde3-4439-b549-88253c7843f6,,2.A.1.b,17-3011.02
o_jobSkills/2cff9e5f-b20e-4d39-9323-a7eef50c1462,,2.A.1.c,17-3011.02
o_jobSkills/c5a61f1e-f9d3-4f2b-9024-3916dacebc36,,2.A.1.d,17-3011.02
o_jobSkills/8ce10420-0fe0-44de-bf52-de23939ab3e4,,2.A.1.e,17-3011.02
o_jobSkills/7140c6d2-1b21-40e2-a128-8f2f50606c84,,2.A.1.f,17-3011.02
o_jobSkills/3d0d2670-ad10-4e59-8bc6-72b506a4e8b9,,2.A.2.a,17-3011.02
o_jobSkills/1b26cb9d-5b88-4c9b-b3ad-97c73ef1c85a,,2.A.2.b,17-3011.02
o_jobSkills/72462233-039b-4554-b100-7cc3e3b396da,,2.A.2.c,17-3011.02
o_jobSkills/3761eba5-8618-4773-9e01-7c866f8d5463,,2.A.2.d,17-3011.02
o_jobSkills/a0dcb919-c940-4ad0-80ee-9287c0761549,,2.B.1.a,17-3011.02
o_jobSkills/1eb75dbd-d4cf-44aa-99d0-2cb4f9b99e45,,2.B.1.b,17-3011.02
o_jobSkills/47b397f9-b47a-46e4-89a0-f501806bb84e,,2.B.1.c,17-3011.02
o_jobSkills/25393888-cdb6-489b-9607-f2e964daa9fe,,2.B.1.d,17-3011.02
o_jobSkills/c4ac5a4f-4836-4188-886d-6a516c039afe,,2.B.1.e,17-3011.02
o_jobSkills/bfba603b-7a76-4f7b-9d1f-370cfd8a50fe,,2.B.1.f,17-3011.02
o_jobSkills/2917fc0d-4bbc-464b-aa9d-36c6f064c300,,2.B.2.i,17-3011.02
o_jobSkills/765e15ff-d264-41e2-89af-e3170ef89eef,,2.B.3.a,17-3011.02
o_jobSkills/4f6f339a-f6fd-4002-864e-477a35958f6d,,2.B.3.b,17-3011.02
o_jobSkills/1b2c71f5-ddc8-4bef-9543-afefc8fdeec8,,2.B.3.c,17-3011.02
o_jobSkills/846159e9-3423-4447-a842-2dca8920e0ff,,2.B.3.d,17-3011.02
o_jobSkills/771c47ef-3e3d-42d3-b94c-fa9e85b4e988,,2.B.3.e,17-3011.02
o_jobSkills/9b6b9e57-acb7-4cc9-8c0c-d3549a286974,,2.B.3.g,17-3011.02
o_jobSkills/1c4c6d67-5e09-4ea2-b0cb-afe87d7cf511,,2.B.3.h,17-3011.02
o_jobSkills/6ebd43e5-4c9a-4b46-a17c-c04d79dd2eb1,,2.B.3.j,17-3011.02
o_jobSkills/9eae6cfe-549a-4a84-926a-2bb39986efa2,,2.B.3.k,17-3011.02
o_jobSkills/a3452b94-129e-4c96-b52d-baf97ffdecfe,,2.B.3.l,17-3011.02
o_jobSkills/0ec7aa49-c0f9-4404-9b7e-d0f04f619af5,,2.B.3.m,17-3011.02
o_jobSkills/6ac1e9ab-1d91-4609-a6be-b782af610c6b,,2.B.4.e,17-3011.02
o_jobSkills/b888a3d8-662a-466f-9494-a7d71983454e,,2.B.4.g,17-3011.02
o_jobSkills/b8a818bc-3f8e-41fb-a22e-58983c4887b3,,2.B.4.h,17-3011.02
o_jobSkills/91523798-693b-40e5-90d4-936ad90edb25,,2.B.5.a,17-3011.02
o_jobSkills/da0fb704-51a3-47c4-ac7f-e5c50610a1d0,,2.B.5.b,17-3011.02
o_jobSkills/a9cf28e8-9861-44c4-8e7a-a461c8f6ccec,,2.B.5.c,17-3011.02
o_jobSkills/5513ceb4-189c-48c2-93db-2d1f6546ce62,,2.B.5.d,17-3011.02
o_jobSkills/da280854-aaf7-4641-8b43-bdb7f25a349c,,2.A.1.a,17-3012.01
o_jobSkills/61bf4bd9-bf3b-4ad3-a51c-1c56feb111c8,,2.A.1.b,17-3012.01
o_jobSkills/ea4310af-5d22-4815-9f11-05aa74a3b220,,2.A.1.c,17-3012.01
o_jobSkills/edbd5fca-0480-4c8a-b57c-edae061f1093,,2.A.1.d,17-3012.01
o_jobSkills/f0dadc20-2a53-4ad4-8e3d-627e6372774a,,2.A.1.e,17-3012.01
o_jobSkills/dc3d7972-cda8-4456-9770-1e9a3155202a,,2.A.1.f,17-3012.01
o_jobSkills/8e666985-1e71-45ea-aeb3-a315fe85ae98,,2.A.2.a,17-3012.01
o_jobSkills/ef6b6e5b-cfea-4073-9f49-9854520d0a24,,2.A.2.b,17-3012.01
o_jobSkills/1c215265-d5e5-42f4-ad08-6b58c94f8697,,2.A.2.c,17-3012.01
o_jobSkills/8b59917a-658f-4336-a0b3-a7d775a6cfec,,2.A.2.d,17-3012.01
o_jobSkills/bbde42a0-71a8-4d00-8ad8-0ac4d4f49825,,2.B.1.a,17-3012.01
o_jobSkills/2b0c1ff3-1d3f-469d-8ad6-aabc663284e9,,2.B.1.b,17-3012.01
o_jobSkills/6b83ec86-b426-4c30-b181-fd1859694bb5,,2.B.1.c,17-3012.01
o_jobSkills/8d8886a2-69fc-4b78-804c-b4127dc35ea2,,2.B.1.d,17-3012.01
o_jobSkills/3f1a1699-fc04-48e0-aee8-8a52c9003bc8,,2.B.1.e,17-3012.01
o_jobSkills/6283023e-2aa1-44e7-b643-46cea2d13531,,2.B.1.f,17-3012.01
o_jobSkills/4851c75c-b953-4c6e-8a02-5647beabdae1,,2.B.2.i,17-3012.01
o_jobSkills/1f2a5fe7-2d0f-410a-8679-00620ec5f976,,2.B.3.a,17-3012.01
o_jobSkills/6c9c01e7-b96e-407e-b896-bc4323c631ec,,2.B.3.b,17-3012.01
o_jobSkills/190e17d3-1ad9-45a9-abbd-c6574ad284f4,,2.B.3.c,17-3012.01
o_jobSkills/36abbf44-e172-4170-980f-d193d2e44b09,,2.B.3.d,17-3012.01
o_jobSkills/5de116c3-9022-4cf1-a098-d54e842c3d43,,2.B.3.e,17-3012.01
o_jobSkills/0cf32c17-d57b-4703-9c1d-0dafb31488fe,,2.B.3.g,17-3012.01
o_jobSkills/983588c6-c9df-4144-9d25-1b19aed93948,,2.B.3.h,17-3012.01
o_jobSkills/ef5cb388-6273-47ae-ad9c-aed8bcb11edd,,2.B.3.j,17-3012.01
o_jobSkills/6c38b30f-5b2f-4418-8f13-a71d3feae2cb,,2.B.3.k,17-3012.01
o_jobSkills/62cfaea2-398b-468e-89f9-e5b58f194b9a,,2.B.3.l,17-3012.01
o_jobSkills/3dc1dfd1-504c-423d-91ab-036345f19d57,,2.B.3.m,17-3012.01
o_jobSkills/5caac73b-c358-42a7-b04f-c8eb4a0f67ce,,2.B.4.e,17-3012.01
o_jobSkills/87ace049-78ca-4223-93eb-14c5fde47315,,2.B.4.g,17-3012.01
o_jobSkills/90859624-98e0-455a-bbd8-796470d6c425,,2.B.4.h,17-3012.01
o_jobSkills/0d8ae9f0-1895-4eb5-a069-3781e64e4899,,2.B.5.a,17-3012.01
o_jobSkills/2910c540-b497-4633-a2d5-be4abc347de9,,2.B.5.b,17-3012.01
o_jobSkills/679f5b24-810a-4ac5-815f-ed89ce43ddd9,,2.B.5.c,17-3012.01
o_jobSkills/041387e7-7f19-4e05-8f36-33f6f6b354be,,2.B.5.d,17-3012.01
o_jobSkills/dc81b5f6-fa26-4e8b-8cc8-bcd1bd3be1d2,,2.A.1.a,17-3012.02
o_jobSkills/d8ffee25-4960-49b0-b3a7-2f3954abb3c9,,2.A.1.b,17-3012.02
o_jobSkills/e2fb56ea-2248-48ec-885c-de0e05ec5142,,2.A.1.c,17-3012.02
o_jobSkills/ac5b19f7-6494-41b5-b5b2-313be4bdb085,,2.A.1.d,17-3012.02
o_jobSkills/497d8afa-d0e2-4e7a-8f21-054ca971afd6,,2.A.1.e,17-3012.02
o_jobSkills/1dbd8dd5-9a7e-4659-aaf5-24b4f054b0e3,,2.A.1.f,17-3012.02
o_jobSkills/3a7aaf8c-0f1c-4bef-813a-2dea6898c134,,2.A.2.a,17-3012.02
o_jobSkills/ff76b00f-f601-405b-a03e-b552e17dc391,,2.A.2.b,17-3012.02
o_jobSkills/f453699c-0c07-4058-8d2d-40116172088e,,2.A.2.c,17-3012.02
o_jobSkills/3ee3fe54-1add-44fc-a1e1-7e3e750c561d,,2.A.2.d,17-3012.02
o_jobSkills/4faa7021-660b-4ca1-8de3-8367758ba263,,2.B.1.a,17-3012.02
o_jobSkills/1199f244-b190-47d0-bacf-9999e94a18f7,,2.B.1.b,17-3012.02
o_jobSkills/a21171b5-0789-4d88-8778-2a22ca85afe4,,2.B.1.c,17-3012.02
o_jobSkills/cc5d64ad-6df0-4908-b443-f470f84711ce,,2.B.1.d,17-3012.02
o_jobSkills/0d3243d1-76ec-4945-b523-32b3997adf05,,2.B.1.e,17-3012.02
o_jobSkills/737f0de8-e4ea-4ece-b4f8-a52da9c48a8f,,2.B.1.f,17-3012.02
o_jobSkills/c2ed731c-dc6c-4561-a975-28a2f56b4195,,2.B.2.i,17-3012.02
o_jobSkills/df270dc9-50bf-4449-9bd2-818f82eaa29f,,2.B.3.a,17-3012.02
o_jobSkills/4c6a151d-9dde-4a90-ae01-d91f4867f2e3,,2.B.3.b,17-3012.02
o_jobSkills/ae8e8bb3-e9c9-4107-8d5e-04754c1ddfea,,2.B.3.c,17-3012.02
o_jobSkills/b7b268e4-c46b-4ad0-8b46-28700f1bc7fa,,2.B.3.d,17-3012.02
o_jobSkills/fbe475af-b382-4da0-ae89-1a64fb2303d3,,2.B.3.e,17-3012.02
o_jobSkills/a389f631-916d-4a98-a297-fa7983dcec02,,2.B.3.g,17-3012.02
o_jobSkills/f2d5ea0b-88ed-48a7-bead-864adbffd1f5,,2.B.3.h,17-3012.02
o_jobSkills/89122e56-5695-4d42-b4d3-11373615d4a5,,2.B.3.j,17-3012.02
o_jobSkills/ec676609-d472-4efe-bbbc-6a54595a3df0,,2.B.3.k,17-3012.02
o_jobSkills/d486801d-146e-42a2-b007-aa5cff02d714,,2.B.3.l,17-3012.02
o_jobSkills/02cd8b39-92e6-49aa-bad7-4334231231b5,,2.B.3.m,17-3012.02
o_jobSkills/6deb24b6-3f40-47f6-adb3-01bcd9088be8,,2.B.4.e,17-3012.02
